case_id,e1,e2,e3,t1,t2,t3,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
random_interior_084,1.5525012,7.1074938,6.7188785,0.028323126,0.05702702,0.023166508,14.672010,73.325849,0.07286193806,79.739794,6.429732,74.012534,0.03218042179,80.172619,-0.1085130947,-0.03672223154,66.183406,-0.4966050076,-0.1006131957,0.391458,0.002619,2601
random_interior_085,2.632809,7.6605686,3.6210345,0.091531858,0.061169241,0.038874013,13.132669,69.727157,0.02245472435,78.339181,6.476139,71.634970,0.01107314286,78.364783,-0.03565556875,-0.01344906424,62.296873,-0.170983707,-0.03710581153,0.547995,0.003086,2601
random_interior_086,8.8812217,6.0111242,7.3223969,0.066989107,0.032674533,0.07347456,11.094567,61.616822,0.01066428221,72.300389,5.631328,65.627544,0.00541292654,72.806744,-0.01999737124,-0.009005781532,54.999840,-0.09612166555,-0.02662532775,0.411699,0.003484,2601
random_interior_087,2.0608749,4.5664582,1.4114419,0.093829169,0.06347206,0.061049002,10.950268,64.394987,0.02234240153,75.681927,5.805134,67.215254,0.01184451735,75.681927,-0.03955683609,-0.01750394664,55.783930,-0.2040352043,-0.04984913381,0.318367,0.002075,2601
random_interior_088,4.0011131,5.1762546,9.8846461,0.092370467,0.052353111,0.021234563,13.811304,72.083415,0.02127081006,79.858992,6.348467,73.094108,0.009812081115,80.532390,-0.03231058558,-0.01134048824,64.919339,-0.1540101514,-0.03101919638,0.502022,0.002268,2601
random_interior_089,2.9040649,8.4118455,8.8635081,0.07735826,0.099953174,0.032492656,13.721333,72.297028,0.01213805925,80.311815,6.673391,72.923154,0.005903363231,80.755970,-0.01831662129,-0.006602401117,63.977216,-0.08846122674,-0.01741640964,0.438123,0.002972,2601
random_interior_090,7.5557529,3.0956587,4.5912267,0.072680584,0.040439576,0.026089047,13.245803,68.594340,0.03043110124,76.888774,6.106685,70.163836,0.01406410955,77.533737,-0.04924704538,-0.01908491112,61.277242,-0.2297414677,-0.05343953732,0.486570,0.003929,2601
random_interior_091,8.9157877,6.1331337,7.7395572,0.027791294,0.086866755,0.078833931,12.001047,66.446992,0.00973231616,76.372528,5.852156,69.228324,0.004745838935,76.549392,-0.01648319777,-0.006631899247,59.802959,-0.08109555937,-0.01916083054,0.463608,0.004382,2601
random_interior_092,7.1817469,2.7438436,1.9209955,0.079578873,0.090124729,0.03151472,11.940396,68.866692,0.01789228402,79.117753,5.533050,68.965981,0.008291090803,79.117753,-0.02869094104,-0.01170782634,59.220245,-0.1498466591,-0.03143577227,0.402203,0.003206,2601
random_interior_093,6.5083537,9.4193859,6.2517114,0.021332829,0.064696416,0.077546908,12.035847,64.511416,0.01399509994,74.156611,5.994817,67.913680,0.006970682438,74.722658,-0.02461350762,-0.01038406966,57.843661,-0.1162784822,-0.03005030036,0.386708,0.004445,2601
random_interior_094,4.0244602,4.6175172,4.1133245,0.081550284,0.027580392,0.044828691,11.696178,62.745926,0.02666496322,72.532945,5.851646,65.944623,0.01334826128,73.559164,-0.04875037874,-0.02196649149,54.956111,-0.2279801492,-0.06308104579,0.437254,0.002865,2601
random_interior_095,4.0125864,2.7834747,8.6331239,0.043575674,0.039747641,0.099397705,12.164950,65.702103,0.01492334081,75.064462,6.174564,69.216918,0.007580197708,75.849619,-0.02570392865,-0.01044758807,59.378883,-0.1226749004,-0.03058964659,0.493121,0.002732,2601
random_interior_096,7.9818431,4.7507234,6.9324171,0.053984363,0.023781185,0.093201981,10.696241,59.800549,0.01138026726,70.805629,5.565310,64.451693,0.005921213134,71.362886,-0.02223244072,-0.01038802707,53.307104,-0.1063950193,-0.03106135683,0.462963,0.003209,2601
random_interior_097,6.3325673,6.6854985,2.0255693,0.031192831,0.049811938,0.098166918,12.376717,68.493755,0.02440241759,78.197714,6.113791,72.240858,0.01205418837,78.197714,-0.03945855132,-0.0144071624,63.507451,-0.1971638934,-0.0430114764,0.398130,0.002762,2601
random_interior_098,2.2684544,6.1853787,8.4339609,0.062848696,0.04621663,0.035627877,14.378057,72.947601,0.0352122319,79.908684,6.713014,74.401877,0.01652566272,80.819231,-0.05276911331,-0.01780777641,66.268066,-0.2449025697,-0.04920414893,0.350739,0.003422,2601
