case_id,e1,e2,e3,t1,t2,t3,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
random_interior_010,9.9442763,3.472368,9.710551,0.074812848,0.076269476,0.061990319,12.044704,60.651217,0.008963345593,62.954129,4.749439,61.064789,0.003534405156,63.531796,-0.01409372793,-0.005270354234,62.606337,-0.07441731733,-0.02756854349,1.352233,0.002097,2601
random_interior_011,2.2517327,2.4959046,5.8869823,0.098725415,0.082097745,0.028645579,9.920955,44.296482,0.01797338968,39.911105,3.920947,42.349392,0.007103419208,40.512407,-0.0358748128,-0.0188641296,47.423855,-0.1811659268,-0.108860604,1.260601,0.002072,2601
random_interior_012,5.1184473,1.0969,7.0492138,0.031776628,0.099785387,0.050361267,12.563122,59.679046,0.03391029378,58.455661,4.826480,58.664560,0.01306345866,58.810434,-0.05350932082,-0.0204314894,61.819541,-0.269919325,-0.1121361992,1.253841,0.002216,2601
random_interior_013,8.0447173,2.0221482,4.8791174,0.069959052,0.061000577,0.02124066,13.202227,62.702096,0.02777753269,65.065257,5.627247,62.867347,0.01184859595,65.990986,-0.04350878343,-0.01626685105,62.616892,-0.2104003515,-0.07350282278,1.649631,0.002048,2601
random_interior_014,2.4382403,2.2561746,6.9013241,0.054027789,0.079953132,0.065369303,13.733519,65.214187,0.02145441859,66.109663,5.916787,65.442727,0.009243167425,66.878651,-0.03210778578,-0.01082984262,66.271158,-0.1562193811,-0.052943274,1.483204,0.002050,2601
random_interior_015,3.9475596,2.986942,3.1224864,0.077494931,0.060915562,0.073031089,12.755394,62.405672,0.01882853088,64.649694,5.352814,63.579760,0.007901412537,64.649694,-0.02896053083,-0.01022327147,64.708421,-0.1476123048,-0.052181401,1.514747,0.002084,2601
random_interior_016,1.6402559,2.5410632,2.4794423,0.046676955,0.083653014,0.087176541,12.192651,57.513997,0.02575923923,57.768783,5.279898,58.197872,0.01115476513,57.768783,-0.04225096654,-0.0167556502,60.348037,-0.2112685633,-0.08922128625,1.046489,0.002260,2601
random_interior_017,6.56331,6.8211888,3.1261501,0.056570159,0.052487082,0.05737729,14.032694,65.754935,0.02326845671,67.680315,6.191676,67.453097,0.01026679117,67.680315,-0.03468358429,-0.01141231417,67.105832,-0.1658160297,-0.05359121807,1.385269,0.002094,2601
random_interior_018,9.6285509,9.6894321,4.1653982,0.02353777,0.023238838,0.046568179,12.245987,55.004041,0.06176205671,54.695895,5.142638,56.247683,0.02616811012,56.282145,-0.1108985218,-0.04887626082,55.960395,-0.5043452567,-0.2284891059,0.995785,0.002135,2601
random_interior_019,2.0736725,4.0312146,2.0763109,0.020509289,0.051926494,0.029727167,12.836810,58.514953,0.1287639324,58.987084,5.365214,58.942936,0.05428625273,59.472431,-0.2200338983,-0.09177147076,58.308448,-1.003083544,-0.4113938113,1.382325,0.002751,2601
